userid,emailid,date,amount,discount
62,test62@gmail.com,26-05-2020,457.4,21.60714286
63,test63@gmail.com,27-05-2020,458.1,21.92857143
64,test64@gmail.com,28-05-2020,458.8,22.25
65,test65@gmail.com,29-05-2020,459.5,22.57142857
66,test66@gmail.com,30-05-2020,460.2,22.89285714
67,test67@gmail.com,31-05-2020,460.9,23.21428571
68,test68@gmail.com,01-06-2020,461.6,23.53571429
69,test69@gmail.com,02-06-2020,462.3,23.85714286
70,test70@gmail.com,03-06-2020,463,24.17857143
71,test71@gmail.com,04-06-2020,463.7,24.5
72,test72@gmail.com,05-06-2020,464.4,24.82142857
73,test73@gmail.com,06-06-2020,465.1,25.14285714
74,test74@gmail.com,07-06-2020,465.8,25.46428571
75,test75@gmail.com,08-06-2020,466.5,25.78571429
76,test76@gmail.com,09-06-2020,467.2,26.10714286
77,test77@gmail.com,10-06-2020,467.9,26.42857143
78,test78@gmail.com,11-06-2020,468.6,0
79,test79@gmail.com,12-06-2020,469.3,27.07142857
80,test80@gmail.com,13-06-2020,470,27.39285714
81,test81@gmail.com,14-06-2020,470.7,27.71428571
82,test82@gmail.com,15-06-2020,471.4,0
83,test83@gmail.com,16-06-2020,472.1,28.35714286
84,test84@gmail.com,17-06-2020,472.8,28.67857143
85,test85@gmail.com,18-06-2020,473.5,29
86,test86@gmail.com,19-06-2020,474.2,29.32142857
87,test87@gmail.com,20-06-2020,474.9,29.64285714
88,test88@gmail.com,21-06-2020,475.6,29.96428571
89,test89@gmail.com,22-06-2020,476.3,30.28571429
90,test90@gmail.com,23-06-2020,477,30.60714286
91,test91@gmail.com,24-06-2020,477.7,30.92857143
92,test92@gmail.com,25-06-2020,478.4,31.25
93,test93@gmail.com,26-06-2020,479.1,31.57142857
94,test94@gmail.com,27-06-2020,479.8,31.89285714
95,test95@gmail.com,28-06-2020,480.5,32.21428571
96,test96@gmail.com,29-06-2020,481.2,32.53571429
97,test97@gmail.com,30-06-2020,481.9,32.85714286
98,test98@gmail.com,01-07-2020,482.6,33.17857143
99,test99@gmail.com,02-07-2020,483.3,33.5
100,test100@gmail.com,03-07-2020,484,33.82142857
101,test101@gmail.com,04-07-2020,484.7,34.14285714
102,test102@gmail.com,05-07-2020,485.4,34.46428571
103,test103@gmail.com,06-07-2020,486.1,34.78571429
104,test104@gmail.com,07-07-2020,486.8,35.10714286
105,test105@gmail.com,08-07-2020,487.5,35.42857143
106,test106@gmail.com,09-07-2020,488.2,35.75
107,test107@gmail.com,10-07-2020,488.9,36.07142857
108,test108@gmail.com,11-07-2020,489.6,36.39285714
109,test109@gmail.com,12-07-2020,490.3,36.71428571
110,test110@gmail.com,13-07-2020,491,37.03571429
111,test111@gmail.com,14-07-2020,491.7,37.35714286
112,test112@gmail.com,15-07-2020,492.4,37.67857143
113,test113@gmail.com,16-07-2020,493.1,38
114,test114@gmail.com,17-07-2020,493.8,38.32142857
115,test115@gmail.com,18-07-2020,494.5,38.64285714
116,test116@gmail.com,19-07-2020,495.2,38.96428571
117,test117@gmail.com,20-07-2020,495.9,39.28571429
118,test118@gmail.com,21-07-2020,496.6,39.60714286
119,test119@gmail.com,22-07-2020,497.3,39.92857143
120,test120@gmail.com,23-07-2020,498,40.25
121,test121@gmail.com,24-07-2020,498.7,40.57142857
122,test122@gmail.com,25-07-2020,499.4,40.89285714
123,test123@gmail.com,26-07-2020,500.1,41.21428571
124,test124@gmail.com,27-07-2020,500.8,41.53571429
125,test125@gmail.com,28-07-2020,501.5,41.85714286
126,test126@gmail.com,29-07-2020,502.2,42.17857143
127,test127@gmail.com,30-07-2020,502.9,42.5
128,test128@gmail.com,31-07-2020,503.6,42.82142857
129,test129@gmail.com,01-08-2020,504.3,43.14285714
130,test130@gmail.com,02-08-2020,505,43.46428571
131,test131@gmail.com,03-08-2020,505.7,43.78571429
132,test132@gmail.com,04-08-2020,506.4,44.10714286
133,test133@gmail.com,05-08-2020,507.1,44.42857143
134,test134@gmail.com,06-08-2020,507.8,44.75
135,test135@gmail.com,07-08-2020,508.5,45.07142857
136,test136@gmail.com,08-08-2020,509.2,45.39285714
137,test137@gmail.com,09-08-2020,509.9,45.71428571
138,test138@gmail.com,10-08-2020,510.6,46.03571429
139,test139@gmail.com,11-08-2020,511.3,46.35714286
140,test140@gmail.com,12-08-2020,512,46.67857143
141,test141@gmail.com,13-08-2020,512.7,47
142,test142@gmail.com,14-08-2020,513.4,47.32142857
143,test143@gmail.com,15-08-2020,514.1,47.64285714
144,test144@gmail.com,16-08-2020,514.8,47.96428571
145,test145@gmail.com,17-08-2020,515.5,48.28571429
146,test146@gmail.com,18-08-2020,516.2,48.60714286
147,test147@gmail.com,19-08-2020,516.9,48.92857143
148,test148@gmail.com,20-08-2020,517.6,49.25
149,test149@gmail.com,21-08-2020,518.3,49.57142857
150,test150@gmail.com,22-08-2020,519,49.89285714
1,test1@gmail.com,23-08-2020,519.7,1
2,test2@gmail.com,24-08-2020,520.4,1
3,test3@gmail.com,25-08-2020,521.1,2
4,test4@gmail.com,26-08-2020,521.8,10
5,test5@gmail.com,27-08-2020,522.5,2
6,test6@gmail.com,28-08-2020,523.2,1
7,test7@gmail.com,29-08-2020,523.9,3
8,test8@gmail.com,30-08-2020,524.6,5
9,test9@gmail.com,31-08-2020,525.3,4.571428571
10,test10@gmail.com,01-09-2020,526,4.892857143
11,test11@gmail.com,02-09-2020,526.7,5.214285714
12,test12@gmail.com,03-09-2020,527.4,5.535714286
13,test13@gmail.com,04-09-2020,528.1,5.857142857
14,test14@gmail.com,05-09-2020,528.8,6.178571429
15,test15@gmail.com,06-09-2020,529.5,6.5
16,test16@gmail.com,07-09-2020,530.2,6.821428571
17,test17@gmail.com,08-09-2020,530.9,7.142857143
18,test18@gmail.com,09-09-2020,531.6,7.464285714
19,test19@gmail.com,10-09-2020,532.3,7.785714286
20,test20@gmail.com,11-09-2020,533,8.107142857
21,test21@gmail.com,12-09-2020,533.7,8.428571429
22,test22@gmail.com,13-09-2020,534.4,8.75
23,test23@gmail.com,14-09-2020,535.1,9.071428571
24,test24@gmail.com,15-09-2020,535.8,9.392857143
25,test25@gmail.com,16-09-2020,536.5,9.714285714
26,test26@gmail.com,17-09-2020,537.2,10.03571429
27,test27@gmail.com,18-09-2020,537.9,10.35714286
28,test28@gmail.com,19-09-2020,538.6,10.67857143
29,test29@gmail.com,20-09-2020,539.3,11
30,test30@gmail.com,21-09-2020,540,11.32142857
31,test31@gmail.com,22-09-2020,540.7,11.64285714
32,test32@gmail.com,23-09-2020,541.4,11.96428571
33,test33@gmail.com,24-09-2020,542.1,12.28571429
34,test34@gmail.com,25-09-2020,542.8,12.60714286
35,test35@gmail.com,26-09-2020,543.5,12.92857143
36,test36@gmail.com,27-09-2020,544.2,13.25
37,test37@gmail.com,28-09-2020,544.9,13.57142857
38,test38@gmail.com,29-09-2020,545.6,13.89285714
39,test39@gmail.com,30-09-2020,546.3,14.21428571
40,test40@gmail.com,01-10-2020,547,14.53571429
41,test41@gmail.com,02-10-2020,547.7,14.85714286
42,test42@gmail.com,03-10-2020,548.4,15.17857143
43,test43@gmail.com,04-10-2020,549.1,15.5
44,test44@gmail.com,05-10-2020,549.8,15.82142857
45,test45@gmail.com,06-10-2020,550.5,16.14285714
46,test46@gmail.com,07-10-2020,551.2,16.46428571
47,test47@gmail.com,08-10-2020,551.9,16.78571429
48,test48@gmail.com,09-10-2020,552.6,17.10714286
49,test49@gmail.com,10-10-2020,553.3,17.42857143
50,test50@gmail.com,11-10-2020,554,17.75
51,test51@gmail.com,12-10-2020,554.7,18.07142857
52,test52@gmail.com,13-10-2020,555.4,18.39285714
53,test53@gmail.com,14-10-2020,556.1,18.71428571
54,test54@gmail.com,15-10-2020,556.8,19.03571429
55,test55@gmail.com,16-10-2020,557.5,19.35714286
56,test56@gmail.com,17-10-2020,558.2,19.67857143
57,test57@gmail.com,18-10-2020,558.9,20
58,test58@gmail.com,19-10-2020,559.6,20.32142857
59,test59@gmail.com,20-10-2020,560.3,20.64285714
60,test60@gmail.com,21-10-2020,561,20.96428571
61,test61@gmail.com,22-10-2020,561.7,21.28571429
62,test62@gmail.com,23-10-2020,562.4,21.60714286
63,test63@gmail.com,24-10-2020,563.1,21.92857143
64,test64@gmail.com,25-10-2020,563.8,22.25
65,test65@gmail.com,26-10-2020,564.5,22.57142857
66,test66@gmail.com,27-10-2020,565.2,22.89285714
67,test67@gmail.com,28-10-2020,565.9,23.21428571
68,test68@gmail.com,29-10-2020,566.6,23.53571429
69,test69@gmail.com,30-10-2020,567.3,23.85714286
70,test70@gmail.com,31-10-2020,568,24.17857143
71,test71@gmail.com,01-11-2020,568.7,24.5
72,test72@gmail.com,02-11-2020,569.4,24.82142857
73,test73@gmail.com,03-11-2020,570.1,25.14285714
74,test74@gmail.com,04-11-2020,570.8,25.46428571
75,test75@gmail.com,05-11-2020,571.5,25.78571429
76,test76@gmail.com,06-11-2020,572.2,26.10714286
77,test77@gmail.com,07-11-2020,572.9,26.42857143
78,test78@gmail.com,08-11-2020,573.6,26.75
79,test79@gmail.com,09-11-2020,574.3,27.07142857
80,test80@gmail.com,10-11-2020,575,27.39285714
81,test81@gmail.com,11-11-2020,575.7,27.71428571
82,test82@gmail.com,12-11-2020,576.4,28.03571429
83,test83@gmail.com,13-11-2020,577.1,28.35714286
84,test84@gmail.com,14-11-2020,577.8,28.67857143
85,test85@gmail.com,15-11-2020,578.5,29
86,test86@gmail.com,16-11-2020,579.2,29.32142857
87,test87@gmail.com,17-11-2020,579.9,29.64285714
88,test88@gmail.com,18-11-2020,580.6,29.96428571
89,test89@gmail.com,19-11-2020,581.3,30.28571429
90,test90@gmail.com,20-11-2020,582,30.60714286
91,test91@gmail.com,21-11-2020,582.7,30.92857143
92,test92@gmail.com,22-11-2020,583.4,31.25
93,test93@gmail.com,23-11-2020,584.1,31.57142857
94,test94@gmail.com,24-11-2020,584.8,31.89285714
95,test95@gmail.com,25-11-2020,585.5,32.21428571
96,test96@gmail.com,26-11-2020,586.2,32.53571429
97,test97@gmail.com,27-11-2020,586.9,32.85714286
98,test98@gmail.com,28-11-2020,587.6,33.17857143
99,test99@gmail.com,29-11-2020,588.3,33.5
100,test100@gmail.com,30-11-2020,589,33.82142857
101,test101@gmail.com,01-12-2020,589.7,34.14285714
102,test102@gmail.com,02-12-2020,590.4,34.46428571
103,test103@gmail.com,03-12-2020,591.1,34.78571429
104,test104@gmail.com,04-12-2020,591.8,35.10714286
105,test105@gmail.com,05-12-2020,592.5,35.42857143
106,test106@gmail.com,06-12-2020,593.2,35.75
107,test107@gmail.com,07-12-2020,593.9,36.07142857
108,test108@gmail.com,08-12-2020,594.6,36.39285714
109,test109@gmail.com,09-12-2020,595.3,36.71428571
110,test110@gmail.com,10-12-2020,596,37.03571429
111,test111@gmail.com,11-12-2020,596.7,37.35714286
112,test112@gmail.com,12-12-2020,597.4,37.67857143
113,test113@gmail.com,13-12-2020,598.1,38
114,test114@gmail.com,14-12-2020,598.8,38.32142857
115,test115@gmail.com,15-12-2020,599.5,38.64285714
116,test116@gmail.com,16-12-2020,600.2,38.96428571
117,test117@gmail.com,17-12-2020,600.9,39.28571429
118,test118@gmail.com,18-12-2020,601.6,39.60714286
119,test119@gmail.com,19-12-2020,602.3,39.92857143
120,test120@gmail.com,20-12-2020,603,40.25
121,test121@gmail.com,21-12-2020,603.7,40.57142857
122,test122@gmail.com,22-12-2020,604.4,40.89285714
123,test123@gmail.com,23-12-2020,605.1,41.21428571
124,test124@gmail.com,24-12-2020,605.8,41.53571429
125,test125@gmail.com,25-12-2020,606.5,41.85714286
126,test126@gmail.com,26-12-2020,607.2,42.17857143
127,test127@gmail.com,27-12-2020,607.9,42.5
128,test128@gmail.com,28-12-2020,608.6,42.82142857
129,test129@gmail.com,29-12-2020,609.3,43.14285714
130,test130@gmail.com,30-12-2020,610,43.46428571
131,test131@gmail.com,31-12-2020,610.7,43.78571429
132,test132@gmail.com,01-01-2021,611.4,44.10714286
133,test133@gmail.com,02-01-2021,612.1,44.42857143
134,test134@gmail.com,03-01-2021,612.8,44.75
135,test135@gmail.com,04-01-2021,613.5,45.07142857
136,test136@gmail.com,05-01-2021,614.2,45.39285714
137,test137@gmail.com,06-01-2021,614.9,45.71428571
138,test138@gmail.com,07-01-2021,615.6,46.03571429
139,test139@gmail.com,08-01-2021,616.3,46.35714286
140,test140@gmail.com,09-01-2021,617,46.67857143
141,test141@gmail.com,10-01-2021,617.7,47
142,test142@gmail.com,11-01-2021,618.4,47.32142857
143,test143@gmail.com,12-01-2021,619.1,47.64285714
144,test144@gmail.com,13-01-2021,619.8,47.96428571
145,test145@gmail.com,14-01-2021,620.5,48.28571429
146,test146@gmail.com,15-01-2021,621.2,48.60714286
147,test147@gmail.com,16-01-2021,621.9,48.92857143
148,test148@gmail.com,17-01-2021,622.6,49.25
149,test149@gmail.com,18-01-2021,623.3,49.57142857
150,test150@gmail.com,19-01-2021,624,49.89285714
1,test1@gmail.com,20-01-2021,624.7,1
2,test2@gmail.com,21-01-2021,625.4,1
3,test3@gmail.com,22-01-2021,626.1,2
4,test4@gmail.com,23-01-2021,626.8,10
5,test5@gmail.com,24-01-2021,627.5,2
6,test6@gmail.com,25-01-2021,628.2,1
7,test7@gmail.com,26-01-2021,628.9,3
8,test8@gmail.com,27-01-2021,629.6,5
9,test9@gmail.com,28-01-2021,630.3,4.571428571
10,test10@gmail.com,29-01-2021,631,4.892857143
11,test11@gmail.com,30-01-2021,631.7,5.214285714
12,test12@gmail.com,31-01-2021,632.4,5.535714286
13,test13@gmail.com,01-02-2021,633.1,5.857142857
14,test14@gmail.com,02-02-2021,633.8,6.178571429
15,test15@gmail.com,03-02-2021,634.5,6.5
16,test16@gmail.com,04-02-2021,635.2,6.821428571
17,test17@gmail.com,05-02-2021,635.9,7.142857143
18,test18@gmail.com,06-02-2021,636.6,7.464285714
19,test19@gmail.com,07-02-2021,637.3,7.785714286
20,test20@gmail.com,08-02-2021,638,8.107142857
21,test21@gmail.com,09-02-2021,638.7,8.428571429
22,test22@gmail.com,10-02-2021,639.4,8.75
23,test23@gmail.com,11-02-2021,640.1,9.071428571
24,test24@gmail.com,12-02-2021,640.8,9.392857143
25,test25@gmail.com,13-02-2021,641.5,9.714285714
26,test26@gmail.com,14-02-2021,642.2,10.03571429
27,test27@gmail.com,15-02-2021,642.9,10.35714286
28,test28@gmail.com,16-02-2021,643.6,10.67857143
29,test29@gmail.com,17-02-2021,644.3,11
30,test30@gmail.com,18-02-2021,645,11.32142857
31,test31@gmail.com,19-02-2021,645.7,11.64285714
32,test32@gmail.com,20-02-2021,646.4,11.96428571
33,test33@gmail.com,21-02-2021,647.1,12.28571429
34,test34@gmail.com,22-02-2021,647.8,12.60714286
35,test35@gmail.com,23-02-2021,648.5,12.92857143
36,test36@gmail.com,24-02-2021,649.2,13.25
37,test37@gmail.com,25-02-2021,649.9,13.57142857
38,test38@gmail.com,26-02-2021,650.6,13.89285714
39,test39@gmail.com,27-02-2021,651.3,14.21428571
40,test40@gmail.com,28-02-2021,652,14.53571429
41,test41@gmail.com,01-03-2021,652.7,14.85714286
42,test42@gmail.com,02-03-2021,653.4,15.17857143
43,test43@gmail.com,03-03-2021,654.1,15.5
44,test44@gmail.com,04-03-2021,654.8,15.82142857
45,test45@gmail.com,05-03-2021,655.5,16.14285714
46,test46@gmail.com,06-03-2021,656.2,16.46428571
47,test47@gmail.com,07-03-2021,656.9,16.78571429
48,test48@gmail.com,08-03-2021,657.6,17.10714286
49,test49@gmail.com,09-03-2021,658.3,17.42857143
50,test50@gmail.com,10-03-2021,659,17.75
51,test51@gmail.com,11-03-2021,659.7,18.07142857
52,test52@gmail.com,12-03-2021,660.4,18.39285714
53,test53@gmail.com,13-03-2021,661.1,18.71428571
54,test54@gmail.com,14-03-2021,661.8,19.03571429
55,test55@gmail.com,15-03-2021,662.5,19.35714286
56,test56@gmail.com,16-03-2021,663.2,19.67857143
57,test57@gmail.com,17-03-2021,663.9,20
58,test58@gmail.com,18-03-2021,664.6,20.32142857
59,test59@gmail.com,19-03-2021,665.3,20.64285714
60,test60@gmail.com,20-03-2021,666,20.96428571
61,test61@gmail.com,21-03-2021,666.7,21.28571429
62,test62@gmail.com,22-03-2021,667.4,21.60714286
63,test63@gmail.com,23-03-2021,668.1,21.92857143
64,test64@gmail.com,24-03-2021,668.8,22.25
65,test65@gmail.com,25-03-2021,669.5,22.57142857
66,test66@gmail.com,26-03-2021,670.2,22.89285714
67,test67@gmail.com,27-03-2021,670.9,23.21428571
68,test68@gmail.com,28-03-2021,671.6,23.53571429
69,test69@gmail.com,29-03-2021,672.3,23.85714286
70,test70@gmail.com,30-03-2021,673,24.17857143
71,test71@gmail.com,31-03-2021,673.7,24.5
72,test72@gmail.com,01-04-2021,674.4,24.82142857
73,test73@gmail.com,02-04-2021,675.1,25.14285714
74,test74@gmail.com,03-04-2021,675.8,25.46428571
75,test75@gmail.com,04-04-2021,676.5,25.78571429
76,test76@gmail.com,05-04-2021,677.2,26.10714286
77,test77@gmail.com,06-04-2021,677.9,26.42857143
78,test78@gmail.com,07-04-2021,678.6,26.75
79,test79@gmail.com,08-04-2021,679.3,27.07142857
80,test80@gmail.com,09-04-2021,680,27.39285714
81,test81@gmail.com,10-04-2021,680.7,27.71428571
82,test82@gmail.com,11-04-2021,681.4,28.03571429
83,test83@gmail.com,12-04-2021,682.1,28.35714286
84,test84@gmail.com,13-04-2021,682.8,28.67857143
85,test85@gmail.com,14-04-2021,683.5,29
86,test86@gmail.com,15-04-2021,684.2,29.32142857
87,test87@gmail.com,16-04-2021,684.9,29.64285714
88,test88@gmail.com,17-04-2021,685.6,29.96428571
89,test89@gmail.com,18-04-2021,686.3,30.28571429
90,test90@gmail.com,19-04-2021,687,30.60714286
91,test91@gmail.com,20-04-2021,687.7,30.92857143
92,test92@gmail.com,21-04-2021,688.4,31.25
93,test93@gmail.com,22-04-2021,689.1,31.57142857
94,test94@gmail.com,23-04-2021,689.8,31.89285714
95,test95@gmail.com,24-04-2021,690.5,32.21428571
96,test96@gmail.com,25-04-2021,691.2,32.53571429
97,test97@gmail.com,26-04-2021,691.9,32.85714286
98,test98@gmail.com,27-04-2021,692.6,33.17857143
99,test99@gmail.com,28-04-2021,693.3,33.5
100,test100@gmail.com,29-04-2021,694,33.82142857
101,test101@gmail.com,30-04-2021,694.7,34.14285714
102,test102@gmail.com,01-05-2021,695.4,34.46428571
103,test103@gmail.com,02-05-2021,696.1,34.78571429
104,test104@gmail.com,03-05-2021,696.8,35.10714286
105,test105@gmail.com,04-05-2021,697.5,35.42857143
106,test106@gmail.com,05-05-2021,698.2,35.75
107,test107@gmail.com,06-05-2021,698.9,36.07142857
108,test108@gmail.com,07-05-2021,699.6,36.39285714
109,test109@gmail.com,08-05-2021,700.3,36.71428571
110,test110@gmail.com,09-05-2021,701,37.03571429
111,test111@gmail.com,10-05-2021,701.7,37.35714286
112,test112@gmail.com,11-05-2021,702.4,37.67857143
113,test113@gmail.com,12-05-2021,703.1,38
114,test114@gmail.com,13-05-2021,703.8,38.32142857
115,test115@gmail.com,14-05-2021,704.5,38.64285714
116,test116@gmail.com,15-05-2021,705.2,38.96428571
117,test117@gmail.com,16-05-2021,705.9,39.28571429
118,test118@gmail.com,17-05-2021,706.6,39.60714286
119,test119@gmail.com,18-05-2021,707.3,39.92857143
120,test120@gmail.com,19-05-2021,708,40.25
121,test121@gmail.com,20-05-2021,708.7,40.57142857
122,test122@gmail.com,21-05-2021,709.4,40.89285714
123,test123@gmail.com,22-05-2021,710.1,41.21428571
124,test124@gmail.com,23-05-2021,710.8,41.53571429
125,test125@gmail.com,24-05-2021,711.5,41.85714286
126,test126@gmail.com,25-05-2021,712.2,42.17857143
127,test127@gmail.com,26-05-2021,712.9,42.5
128,test128@gmail.com,27-05-2021,713.6,42.82142857
129,test129@gmail.com,28-05-2021,714.3,43.14285714
130,test130@gmail.com,29-05-2021,715,43.46428571
131,test131@gmail.com,30-05-2021,715.7,43.78571429
132,test132@gmail.com,31-05-2021,716.4,44.10714286
133,test133@gmail.com,01-06-2021,717.1,44.42857143
134,test134@gmail.com,02-06-2021,717.8,44.75
135,test135@gmail.com,03-06-2021,718.5,45.07142857
136,test136@gmail.com,04-06-2021,719.2,45.39285714
137,test137@gmail.com,05-06-2021,719.9,45.71428571
138,test138@gmail.com,06-06-2021,720.6,46.03571429
139,test139@gmail.com,07-06-2021,721.3,46.35714286
140,test140@gmail.com,08-06-2021,722,46.67857143
141,test141@gmail.com,09-06-2021,722.7,47
142,test142@gmail.com,10-06-2021,723.4,47.32142857
143,test143@gmail.com,11-06-2021,724.1,47.64285714
144,test144@gmail.com,12-06-2021,724.8,47.96428571
145,test145@gmail.com,13-06-2021,725.5,48.28571429
146,test146@gmail.com,14-06-2021,726.2,48.60714286
147,test147@gmail.com,15-06-2021,726.9,48.92857143
148,test148@gmail.com,16-06-2021,727.6,49.25
149,test149@gmail.com,17-06-2021,728.3,49.57142857
150,test150@gmail.com,18-06-2021,729,49.89285714
